"...1","filename","TeamId","TeamName","UserId","UserName","DisplayName","RegisterDate","PerformanceTier","SubmissionDate","Score"
9715,"prostate-cancer-grade-assessment-privateleaderboard.csv",4913403,"LeagueOfShadows",5265029,"srinathk","Srinath K","06/09/2020",1,2020-07-22 14:17:38,0.91449
9716,"prostate-cancer-grade-assessment-privateleaderboard.csv",5045195,"kolpakovd",1784769,"delpro","Kolpakov Denis","04/03/2018",1,2020-06-16 08:33:13,0.91439
9717,"prostate-cancer-grade-assessment-privateleaderboard.csv",5002399,"jwelliav",1140252,"jwelliav","jwelliav","06/24/2017",1,2020-07-22 17:40:13,0.91436
9719,"prostate-cancer-grade-assessment-privateleaderboard.csv",4798401,"NARI",648130,"narimatsu","NARI","06/24/2016",2,2020-07-22 10:15:10,0.91424
9720,"prostate-cancer-grade-assessment-privateleaderboard.csv",4782359,"Learned Magic",1943421,"roguekk007","XingJian Lyu","05/26/2018",3,2020-07-22 20:32:58,0.91418
9721,"prostate-cancer-grade-assessment-privateleaderboard.csv",5141340,"AbhilashVJ",455315,"abh001","AbhilashVJ","10/30/2015",2,2020-07-22 18:42:18,0.91418
9726,"prostate-cancer-grade-assessment-privateleaderboard.csv",5227376,"Ioannis",72040,"ioannis","Ioannis","12/01/2012",0,2020-07-19 17:40:28,0.91396
9727,"prostate-cancer-grade-assessment-privateleaderboard.csv",4850562,"abbcc aabb",4486008,"abbccaabb","nnn","02/13/2020",2,2020-07-22 10:23:31,0.9138
9728,"prostate-cancer-grade-assessment-privateleaderboard.csv",5240562,"LkhagvadorjMunkhdalai",720955,"lhagiimn","lhagiimn","09/19/2016",2,2020-07-22 23:24:02,0.9136
9730,"prostate-cancer-grade-assessment-privateleaderboard.csv",5142505,"TPayer",2863571,"payert","TPayer","02/26/2019",2,2020-07-22 17:55:34,0.9133
9731,"prostate-cancer-grade-assessment-privateleaderboard.csv",5120034,"Gowtham Prudhvi",754008,"gowthamprudhvi","Gowtham Prudhvi","10/16/2016",1,2020-07-22 18:14:23,0.91329
9732,"prostate-cancer-grade-assessment-privateleaderboard.csv",5263604,"paul gerwen",5467184,"paulgerwen","paul gerwen","07/14/2020",0,2020-07-22 15:29:56,0.91328
9733,"prostate-cancer-grade-assessment-privateleaderboard.csv",4811078,"Meteoroids",2033538,"jaideepvalani","Jaideep","07/01/2018",3,2020-07-22 16:22:35,0.91327
9734,"prostate-cancer-grade-assessment-privateleaderboard.csv",5218653,"DmitriyKozynko",1126895,"shamadei","DmitriyKozynko","06/15/2017",0,2020-07-07 14:23:14,0.91266
9735,"prostate-cancer-grade-assessment-privateleaderboard.csv",4780317,"Camaro",1554318,"bamps53","Camaro","01/16/2018",3,2020-07-22 15:47:58,0.91264
9736,"prostate-cancer-grade-assessment-privateleaderboard.csv",5198546,"Random_prediction",1737995,"rytisva88","Random_prediction","03/20/2018",4,2020-07-22 13:57:41,0.91251
9737,"prostate-cancer-grade-assessment-privateleaderboard.csv",4790260,"Peter Cnudde",4316924,"petercnudde","Peter Cnudde","01/11/2020",2,2020-06-02 17:25:57,0.91219
9738,"prostate-cancer-grade-assessment-privateleaderboard.csv",4924498,"Claudio Fanconi",2411547,"fanconic","Claudio Fanconi","10/26/2018",2,2020-07-22 19:05:14,0.91215
9739,"prostate-cancer-grade-assessment-privateleaderboard.csv",5050947,"Zelong Geng",2976720,"gengzll","DD","03/22/2019",2,2020-07-22 11:38:26,0.91203
9740,"prostate-cancer-grade-assessment-privateleaderboard.csv",4788551,"Nitin Dantu",4184204,"nitindantu","Nitin Dantu","12/10/2019",1,2020-07-22 13:08:29,0.91203
9741,"prostate-cancer-grade-assessment-privateleaderboard.csv",5215613,"liao",2062359,"liaowenxiong","liao","07/12/2018",1,2020-07-22 13:46:56,0.91203
9742,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781411,"3amigos",761268,"seshurajup","SeshuRajuP 🧘‍♂️","10/21/2016",2,2020-07-22 14:25:21,0.91203
9743,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781411,"3amigos",1108660,"avsanjay","avsanjay","06/04/2017",3,2020-07-22 14:25:21,0.91203
9744,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781411,"3amigos",2058044,"gopidurgaprasad","Gopi Durgaprasad","07/10/2018",3,2020-07-22 14:25:21,0.91203
9745,"prostate-cancer-grade-assessment-privateleaderboard.csv",5224001,"mohit kaushik",4817593,"mohitkaushik12","mohit kaushik","04/05/2020",1,2020-07-22 14:46:36,0.91203
9746,"prostate-cancer-grade-assessment-privateleaderboard.csv",5055667,"Md Fahim",3162941,"mdfahimreshm","Md Fahim","04/30/2019",2,2020-07-22 15:28:25,0.91203
9747,"prostate-cancer-grade-assessment-privateleaderboard.csv",5081047,"vanAmsen",1128923,"vanamsen","vanAmsen","06/16/2017",2,2020-07-22 15:11:47,0.91203
9748,"prostate-cancer-grade-assessment-privateleaderboard.csv",4797267,"UGK",3156434,"meguru07","UGK","04/29/2019",3,2020-07-22 15:13:04,0.91203
9749,"prostate-cancer-grade-assessment-privateleaderboard.csv",4783121,"milan",1995670,"milan400","milan","06/15/2018",2,2020-07-22 15:55:14,0.91203
9750,"prostate-cancer-grade-assessment-privateleaderboard.csv",5215671,"Kamal Das",2781854,"kmldas","Kamal Das","02/05/2019",4,2020-07-22 17:00:01,0.91203
9751,"prostate-cancer-grade-assessment-privateleaderboard.csv",5179665,"Oregin",2986129,"oregin2kaggle","Oregin","03/24/2019",1,2020-07-22 18:24:33,0.91203
9752,"prostate-cancer-grade-assessment-privateleaderboard.csv",5235756,"Roshan Ram",1793170,"roshanr11","Roshan Ram","04/05/2018",1,2020-07-22 18:48:55,0.91203
9753,"prostate-cancer-grade-assessment-privateleaderboard.csv",4789708,"student",1969911,"liger1776","student","06/06/2018",2,2020-07-22 21:45:03,0.91203
9754,"prostate-cancer-grade-assessment-privateleaderboard.csv",4816249,"BIZEN",299834,"hiro5299834","BIZEN","02/24/2015",3,2020-07-22 22:19:04,0.91203
9756,"prostate-cancer-grade-assessment-privateleaderboard.csv",4884522,"Masa",1929265,"masashisode","Marsh","05/21/2018",1,2020-07-22 23:35:07,0.91203
9757,"prostate-cancer-grade-assessment-privateleaderboard.csv",5186742,"kaerururu",2132795,"kaerunantoka","kaerururu","08/07/2018",3,2020-07-22 13:33:13,0.91202
9758,"prostate-cancer-grade-assessment-privateleaderboard.csv",4800193,"Aleksandr Lavrikov",1452698,"lavrikovav","Aleksandr Lavrikov","11/28/2017",1,2020-07-22 14:25:22,0.91187
9760,"prostate-cancer-grade-assessment-privateleaderboard.csv",4780228,"yabea & Y.Nakama",1846168,"yukia18","yabea","04/22/2018",3,2020-07-22 15:07:19,0.91163
9761,"prostate-cancer-grade-assessment-privateleaderboard.csv",4780228,"yabea & Y.Nakama",1695531,"yasufuminakama","Y.Nakama","03/06/2018",4,2020-07-22 15:07:19,0.91163
9762,"prostate-cancer-grade-assessment-privateleaderboard.csv",4787420,"TN",3800045,"lunarmoon","Luna","10/03/2019",2,2020-07-20 12:33:28,0.91161
9763,"prostate-cancer-grade-assessment-privateleaderboard.csv",4900638,"RUSH B",4959958,"haotianoliverxie","Haotian(Oliver) Xie","04/26/2020",2,2020-07-22 16:10:22,0.9115
9765,"prostate-cancer-grade-assessment-privateleaderboard.csv",4900638,"RUSH B",5409893,"yongzhang7273","Yong Zhang","07/03/2020",0,2020-07-22 16:10:22,0.9115
9766,"prostate-cancer-grade-assessment-privateleaderboard.csv",4900638,"RUSH B",5328220,"olicm0601","Olivia HUANG","06/18/2020",0,2020-07-22 16:10:22,0.9115
9771,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781937,"Mehul Sampat",159759,"mpsampat","Mehul Sampat","01/26/2014",2,2020-07-22 23:35:47,0.9112
9773,"prostate-cancer-grade-assessment-privateleaderboard.csv",4874767,"Strideradu",350936,"strideradu","Strideradu","05/12/2015",3,2020-07-01 04:36:56,0.91099
9774,"prostate-cancer-grade-assessment-privateleaderboard.csv",5009465,"Team1",1843985,"dlarionov","Denis Larionov","04/21/2018",2,2020-07-22 10:37:10,0.91095
9777,"prostate-cancer-grade-assessment-privateleaderboard.csv",5009465,"Team1",453165,"newintown","Newintown","10/27/2015",2,2020-07-22 10:37:10,0.91095
9780,"prostate-cancer-grade-assessment-privateleaderboard.csv",5238388,"EnjoyData",5441464,"enjoydata","zyypzp0314","07/09/2020",2,2020-07-22 16:42:29,0.91083
9785,"prostate-cancer-grade-assessment-privateleaderboard.csv",4791431,"(´・ω・｀)",3600806,"yyanagihashi","(´・ω・｀)","08/20/2019",1,2020-07-22 04:40:25,0.91053
9786,"prostate-cancer-grade-assessment-privateleaderboard.csv",4788205,"TomTum",633667,"tomtum","TomTum","06/06/2016",1,2020-07-22 10:33:27,0.91042
9789,"prostate-cancer-grade-assessment-privateleaderboard.csv",5123067,"RAHUL SINGH INDA",2097173,"rsinda","RAHUL SINGH INDA","07/25/2018",2,2020-07-22 08:56:43,0.91012
9790,"prostate-cancer-grade-assessment-privateleaderboard.csv",4779906,"Inoichan",1057275,"inoueu1","Inoichan","05/04/2017",4,2020-07-22 13:03:15,0.90999
9791,"prostate-cancer-grade-assessment-privateleaderboard.csv",4786919,"How dare you",1391201,"kcs93023","CheonSeong Kang","11/05/2017",2,2020-07-22 00:14:23,0.90996
9792,"prostate-cancer-grade-assessment-privateleaderboard.csv",4826028,"纵横",3262514,"szuzhangzhi","纵横","05/23/2019",2,2020-07-05 05:23:29,0.90989
9793,"prostate-cancer-grade-assessment-privateleaderboard.csv",4780374,"Artur Fattakhov",744554,"fartuk1","Artur Fattakhov (MIPT DIHT)","10/08/2016",3,2020-07-22 18:27:56,0.90985
9794,"prostate-cancer-grade-assessment-privateleaderboard.csv",4816229,"Richard X",4953544,"richardxiao03","Richard Xiao","04/25/2020",1,2020-07-22 16:38:07,0.90977
9795,"prostate-cancer-grade-assessment-privateleaderboard.csv",5069549,"Deemocean.com",3446727,"deemocean","Deemo Chen","07/10/2019",1,2020-07-22 08:30:20,0.90955
9798,"prostate-cancer-grade-assessment-privateleaderboard.csv",5069549,"Deemocean.com",3858729,"curryzhou","Ethan Curry","10/15/2019",2,2020-07-22 08:30:20,0.90955
9800,"prostate-cancer-grade-assessment-privateleaderboard.csv",4779946,"yu4u",745525,"ren4yu","yu4u","10/09/2016",3,2020-07-22 16:28:03,0.90947
9801,"prostate-cancer-grade-assessment-privateleaderboard.csv",4799847,"OK Team",745130,"danil328","Danil Akhmetov","10/09/2016",2,2020-07-15 06:55:06,0.90927
9802,"prostate-cancer-grade-assessment-privateleaderboard.csv",4799847,"OK Team",472150,"mikhailm","ArzgirMan","11/22/2015",1,2020-07-15 06:55:06,0.90927
9808,"prostate-cancer-grade-assessment-privateleaderboard.csv",4803148,"Yousef",2275947,"yousof9","Yousef Rabi","09/22/2018",2,2020-07-21 21:13:36,0.90921
9810,"prostate-cancer-grade-assessment-privateleaderboard.csv",4952267,"panda pals",1167227,"nathanh12","NathanHubens","07/13/2017",2,2020-07-22 17:20:06,0.9092
9811,"prostate-cancer-grade-assessment-privateleaderboard.csv",4814983,"Pasquale",3000474,"pasqualed","Pasquale","03/27/2019",2,2020-07-22 16:46:46,0.90917
9812,"prostate-cancer-grade-assessment-privateleaderboard.csv",5219030,"yikououbao",4198084,"yikououbao","paykoon","12/13/2019",2,2020-07-22 15:05:30,0.90908
9813,"prostate-cancer-grade-assessment-privateleaderboard.csv",5219030,"yikououbao",5285253,"yauwaiyim","Yau Wai Yim","06/12/2020",2,2020-07-22 15:05:30,0.90908
9814,"prostate-cancer-grade-assessment-privateleaderboard.csv",5219030,"yikououbao",4360898,"eliowang","HalfSugar","01/21/2020",2,2020-07-22 15:05:30,0.90908
9815,"prostate-cancer-grade-assessment-privateleaderboard.csv",5219030,"yikououbao",5366857,"siqicao","Karen C","06/25/2020",2,2020-07-22 15:05:30,0.90908
9818,"prostate-cancer-grade-assessment-privateleaderboard.csv",4800210,"dcboys",2565002,"artkrav","Artem Kravtsov","12/01/2018",1,2020-07-21 18:57:32,0.90865
9819,"prostate-cancer-grade-assessment-privateleaderboard.csv",4800210,"dcboys",350799,"azakhtyamov","Azat Akhtyamov","05/11/2015",3,2020-07-21 18:57:32,0.90865
9820,"prostate-cancer-grade-assessment-privateleaderboard.csv",4783058,"James Requa",1001529,"jamesrequa","James Requa","04/02/2017",2,2020-07-21 00:53:06,0.90858
9821,"prostate-cancer-grade-assessment-privateleaderboard.csv",4783058,"James Requa",682432,"ekami66","Tuatini GODARD","08/08/2016",1,2020-07-21 00:53:06,0.90858
9823,"prostate-cancer-grade-assessment-privateleaderboard.csv",4866623,"jesperandersson",1938815,"jesperandersson","jesperandersson","05/24/2018",2,2020-06-20 20:18:37,0.9083
9824,"prostate-cancer-grade-assessment-privateleaderboard.csv",4785252,"XianliYang",488003,"power0341","Xianli Yang","12/15/2015",3,2020-07-22 12:49:47,0.90813
9825,"prostate-cancer-grade-assessment-privateleaderboard.csv",4945987,"Ashish Lal",601447,"watts2","Ashish Lal","05/01/2016",2,2020-07-12 15:35:24,0.90808
9826,"prostate-cancer-grade-assessment-privateleaderboard.csv",5235469,"YUYUTA",3247441,"yuyuta","YUYUTA","05/20/2019",2,2020-07-22 05:47:34,0.90791
9827,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781300,"FiRst Penguin",2072555,"hironobukawaguchi","Hironobukawaguchi","07/16/2018",1,2020-07-22 16:32:34,0.90783
9828,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781300,"FiRst Penguin",3513089,"yossiemura","hiro_yoshimura","07/27/2019",0,2020-07-22 16:32:34,0.90783
9831,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781300,"FiRst Penguin",4830315,"okojoyt","Okojo","04/07/2020",1,2020-07-22 16:32:34,0.90783
9834,"prostate-cancer-grade-assessment-privateleaderboard.csv",4785174,"Appian",2073090,"appian","Appian","07/16/2018",3,2020-06-15 16:10:18,0.90767
9835,"prostate-cancer-grade-assessment-privateleaderboard.csv",5171528,"P.AI.R",2053454,"medicalphotonics","P.AI.R","07/09/2018",2,2020-07-22 08:17:24,0.90753
9838,"prostate-cancer-grade-assessment-privateleaderboard.csv",4802600,"Nat Bel ML Fun",647078,"natbel4ml","Nat Bel ML Fun","06/22/2016",2,2020-07-22 17:38:45,0.90693
9841,"prostate-cancer-grade-assessment-privateleaderboard.csv",4782707,"Heeee",2241982,"hesene","He","09/13/2018",4,2020-06-24 13:21:23,0.90659
9842,"prostate-cancer-grade-assessment-privateleaderboard.csv",5122084,"katsumi",2755634,"katsumi2783","katsumi","01/29/2019",2,2020-07-18 16:01:48,0.90654
9844,"prostate-cancer-grade-assessment-privateleaderboard.csv",5048803,"Hengjian Jia",298334,"hengjianjia","HJ","02/20/2015",1,2020-07-21 16:29:21,0.9064
9845,"prostate-cancer-grade-assessment-privateleaderboard.csv",5198496,"hirayuki",3484254,"hirayukis","hirayuki","07/19/2019",2,2020-07-22 18:03:53,0.90628
9846,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781510,"thanks Qishen!",674553,"tanlikesmath","ilovescience","07/29/2016",4,2020-07-22 23:26:35,0.90608
9847,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781510,"thanks Qishen!",5309,"abhishek","Abhishek Thakur","01/12/2011",4,2020-07-22 23:26:35,0.90608
9849,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781510,"thanks Qishen!",1988899,"ajkaggle1","Ash Jha","06/13/2018",2,2020-07-22 23:26:35,0.90608
9852,"prostate-cancer-grade-assessment-privateleaderboard.csv",5230110,"银牌就好了。。",5168115,"underwearfitting","sin","05/26/2020",4,2020-07-22 11:54:25,0.90605
9854,"prostate-cancer-grade-assessment-privateleaderboard.csv",4800641,"XianXian",1303421,"chihyuwang","chihyu","10/01/2017",0,2020-06-18 23:20:24,0.90596
9855,"prostate-cancer-grade-assessment-privateleaderboard.csv",4800641,"XianXian",1935020,"shihyung","shihyung","05/23/2018",1,2020-06-18 23:20:24,0.90596
9856,"prostate-cancer-grade-assessment-privateleaderboard.csv",4780373,"akensert",2183023,"akensert","akensert","08/26/2018",3,2020-07-22 09:39:06,0.90586
9857,"prostate-cancer-grade-assessment-privateleaderboard.csv",4801426,"Philip Popien",305342,"voltaire","Philip Popien","03/06/2015",3,2020-07-22 22:37:24,0.90549
9858,"prostate-cancer-grade-assessment-privateleaderboard.csv",5187036,"ryogam",3889616,"ryogam","Ryoga","10/20/2019",2,2020-07-06 13:20:42,0.90544
9859,"prostate-cancer-grade-assessment-privateleaderboard.csv",5217602,"Paris Baguette",5342461,"chanyanyuese","PB","06/21/2020",3,2020-07-22 16:49:40,0.90542
9860,"prostate-cancer-grade-assessment-privateleaderboard.csv",5217602,"Paris Baguette",5326825,"guixinjiang","Guixin Jiang","06/18/2020",2,2020-07-22 16:49:40,0.90542
9861,"prostate-cancer-grade-assessment-privateleaderboard.csv",5217602,"Paris Baguette",5413071,"bensonppp","BensonPPP","07/04/2020",2,2020-07-22 16:49:40,0.90542
9862,"prostate-cancer-grade-assessment-privateleaderboard.csv",5217602,"Paris Baguette",5329792,"renjiechen1","Renjie Chen1","06/18/2020",2,2020-07-22 16:49:40,0.90542
9863,"prostate-cancer-grade-assessment-privateleaderboard.csv",5217602,"Paris Baguette",4827143,"bigjbchild","JonyJ","04/07/2020",2,2020-07-22 16:49:40,0.90542
9864,"prostate-cancer-grade-assessment-privateleaderboard.csv",4780168,"Zack Pashkin",1998051,"tienen","Zack Pashkin","06/16/2018",1,2020-05-17 01:14:40,0.90541
9865,"prostate-cancer-grade-assessment-privateleaderboard.csv",4885852,"Incnas",1642097,"incnas","Incnas","02/16/2018",0,2020-07-14 13:18:27,0.90538
9866,"prostate-cancer-grade-assessment-privateleaderboard.csv",4819591,"kagren",523858,"kagren","kagren","02/08/2016",2,2020-07-22 17:16:00,0.90525
9867,"prostate-cancer-grade-assessment-privateleaderboard.csv",4791776,"Yovin Yahathugoda",1554871,"yovinyahathugoda","Yovin Yahathugoda","01/16/2018",2,2020-07-22 09:57:55,0.90523
9868,"prostate-cancer-grade-assessment-privateleaderboard.csv",4919883,"Gongzhe Li",2719585,"meye66","Gongzhe Li","01/19/2019",0,2020-06-07 05:26:39,0.9052
9869,"prostate-cancer-grade-assessment-privateleaderboard.csv",4828015,"Sami",3611371,"samiazmath","Sami","08/22/2019",2,2020-07-22 12:40:36,0.9052
9870,"prostate-cancer-grade-assessment-privateleaderboard.csv",4801037,"Maxenso",635005,"maxenso","Maxenso","06/07/2016",2,2020-07-22 20:16:04,0.90514
9872,"prostate-cancer-grade-assessment-privateleaderboard.csv",4848550,"Ni",1684431,"stephanovich","Stephan","03/02/2018",1,2020-07-19 15:51:53,0.90487
9874,"prostate-cancer-grade-assessment-privateleaderboard.csv",4783396,"Manoj Prabhakar",413189,"manojprabhaakr","Manoj Prabhakar","09/05/2015",2,2020-07-22 09:44:08,0.90447
9881,"prostate-cancer-grade-assessment-privateleaderboard.csv",4783650,"Alex Donchuk",1315955,"donchuk","Alex Donchuk","10/06/2017",1,2020-06-30 00:05:50,0.90432
9884,"prostate-cancer-grade-assessment-privateleaderboard.csv",4790342,"Quan Qiu",2764727,"quanqiu","Quan Qiu","01/31/2019",3,2020-07-22 16:26:46,0.90317
9885,"prostate-cancer-grade-assessment-privateleaderboard.csv",5209037,"Rush",4711749,"xinjianli","Liam","03/21/2020",1,2020-07-21 14:40:26,0.9031
9887,"prostate-cancer-grade-assessment-privateleaderboard.csv",5209037,"Rush",5202248,"oneyiii","Noone","05/31/2020",1,2020-07-21 14:40:26,0.9031
9888,"prostate-cancer-grade-assessment-privateleaderboard.csv",5209037,"Rush",4672655,"zhaoyujie123","zyj957021994","03/15/2020",0,2020-07-21 14:40:26,0.9031
9892,"prostate-cancer-grade-assessment-privateleaderboard.csv",5115939,"SpectrumAI",3623493,"carnav0400","Arnav Chavan","08/26/2019",3,2020-07-22 18:31:34,0.90297
9894,"prostate-cancer-grade-assessment-privateleaderboard.csv",4784087,"Tanyapohn",1718514,"moximo13","Tanyapohn","03/13/2018",1,2020-06-23 18:33:52,0.90263
9896,"prostate-cancer-grade-assessment-privateleaderboard.csv",4783296,"Victor Durnov",518185,"victorsd","Victor Durnov","02/01/2016",4,2020-07-22 11:50:12,0.90172
9897,"prostate-cancer-grade-assessment-privateleaderboard.csv",4788910,"Raghawendra Singh",1490082,"raghaw","Raghawendra Singh","12/12/2017",3,2020-07-21 20:28:50,0.90161
9898,"prostate-cancer-grade-assessment-privateleaderboard.csv",4812147,"Copy oriented programming",2909490,"carnozhao","Carno Zhao","03/07/2019",3,2020-06-30 14:36:20,0.90149
9899,"prostate-cancer-grade-assessment-privateleaderboard.csv",5162898,"Benjamin Warner",3030838,"benjaminwarner","Benjamin Warner","04/02/2019",1,2020-07-22 04:40:03,0.90117
9900,"prostate-cancer-grade-assessment-privateleaderboard.csv",5082337,"louis",2670210,"bangbanglll","louis","01/04/2019",0,2020-07-03 16:09:16,0.90109
9902,"prostate-cancer-grade-assessment-privateleaderboard.csv",4820225,"Vasiliy",804629,"vgarshin","Vasiliy","11/21/2016",2,2020-07-22 11:09:56,0.90082
9903,"prostate-cancer-grade-assessment-privateleaderboard.csv",5074142,"xyc",3740692,"cxyxmuls","xy_xmuls","09/21/2019",0,2020-07-22 09:44:24,0.90081
9904,"prostate-cancer-grade-assessment-privateleaderboard.csv",4784955,"PANDA_VOR",405075,"lygwangyp","wangyunpeng_bio","08/24/2015",1,2020-07-22 15:17:06,0.90071
9905,"prostate-cancer-grade-assessment-privateleaderboard.csv",4784955,"PANDA_VOR",3730496,"connerwell","Conner","09/19/2019",0,2020-07-22 15:17:06,0.90071
9907,"prostate-cancer-grade-assessment-privateleaderboard.csv",4780129,"Yann Majewski",4059244,"yannmajewski","Yann Majewski","11/18/2019",2,2020-05-25 05:09:29,0.90034
9908,"prostate-cancer-grade-assessment-privateleaderboard.csv",4790281,"sRoger",3586013,"sroger","sRoger","08/16/2019",2,2020-07-21 07:16:52,0.89995
9909,"prostate-cancer-grade-assessment-privateleaderboard.csv",5220542,"QYQ",5338238,"yueqiangqin","QYQ","06/20/2020",2,2020-07-22 11:58:41,0.89977
9910,"prostate-cancer-grade-assessment-privateleaderboard.csv",4833142,"Sky",4048981,"hfutybx","hfut_ybx","11/17/2019",2,2020-07-22 15:34:46,0.89973
9914,"prostate-cancer-grade-assessment-privateleaderboard.csv",4785547,"Sergey Zhitansky",416377,"szhitansky","Sergey Zhitansky","09/10/2015",3,2020-07-22 21:49:26,0.8986
9915,"prostate-cancer-grade-assessment-privateleaderboard.csv",5002295,"城璐",713873,"snaker","Chenglu","09/13/2016",3,2020-07-09 02:29:56,0.89852
9916,"prostate-cancer-grade-assessment-privateleaderboard.csv",5002295,"城璐",642264,"pengbo0054","PengBo","06/16/2016",2,2020-07-09 02:29:56,0.89852
9917,"prostate-cancer-grade-assessment-privateleaderboard.csv",5002295,"城璐",2383881,"cathesilta","Last Scene","10/20/2018",2,2020-07-09 02:29:56,0.89852
9922,"prostate-cancer-grade-assessment-privateleaderboard.csv",4781528,"gody7334",1008248,"gody7334","gody7334","04/05/2017",2,2020-07-22 16:55:55,0.89804
9923,"prostate-cancer-grade-assessment-privateleaderboard.csv",4799125,"sheep",812001,"steamedsheep","sheep","11/27/2016",4,2020-06-27 03:10:07,0.89756
9924,"prostate-cancer-grade-assessment-privateleaderboard.csv",4786435,"a riot is language of the unheard",3697052,"xvrhlt","Xavier Holt","09/12/2019",0,2020-05-31 00:32:34,0.89733
9926,"prostate-cancer-grade-assessment-privateleaderboard.csv",4783560,"yuvaramsingh",1383659,"yuvaramsingh","yuvaramsingh","11/02/2017",3,2020-07-21 14:02:20,0.89708
9927,"prostate-cancer-grade-assessment-privateleaderboard.csv",4926581,"tongxueqing",4364550,"tongxueqing","tongxueqing","01/22/2020",0,2020-07-03 16:00:07,0.89698
9928,"prostate-cancer-grade-assessment-privateleaderboard.csv",4780869,"See--",712087,"seesee","See--","09/11/2016",3,2020-07-01 07:51:40,0.89692
9930,"prostate-cancer-grade-assessment-privateleaderboard.csv",4908238,"Giovanni Cavallin",2101276,"mawanda","Giovanni Cavallin","07/26/2018",1,2020-07-14 09:05:03,0.89664
9935,"prostate-cancer-grade-assessment-privateleaderboard.csv",5080688,"rolling",4828956,"shotatakagi","S.T","04/07/2020",1,2020-07-18 08:07:59,0.89647
9936,"prostate-cancer-grade-assessment-privateleaderboard.csv",5193546,"Prashant Kikani",1270958,"prashantkikani","Prashant Kikani","09/16/2017",3,2020-07-22 06:03:32,0.89569
9938,"prostate-cancer-grade-assessment-privateleaderboard.csv",4798608,"James Howard",3108186,"jamesphoward","James Howard","04/18/2019",2,2020-05-21 10:18:00,0.89475
9939,"prostate-cancer-grade-assessment-privateleaderboard.csv",4779966,"d46kobayashi",2302233,"d46kobayashi","d46kobayashi","09/29/2018",2,2020-07-22 17:12:10,0.89441
9942,"prostate-cancer-grade-assessment-privateleaderboard.csv",4905507,"rewolfiluac",2356407,"houttuynia314","rewolfiluac","10/13/2018",0,2020-07-17 10:07:35,0.89327
9945,"prostate-cancer-grade-assessment-privateleaderboard.csv",5254951,"Alberto Castaño",462481,"bertocasta","Alberto Castaño","11/09/2015",1,2020-07-22 10:55:00,0.89234
9948,"prostate-cancer-grade-assessment-privateleaderboard.csv",5195137,"Alexander Kovalev",975774,"velavok","Alexander Kovalev","03/19/2017",1,2020-07-22 10:47:39,0.8911
9949,"prostate-cancer-grade-assessment-privateleaderboard.csv",4975813,"ron",1320090,"romart","ron","10/08/2017",0,2020-07-22 05:57:21,0.89097
9952,"prostate-cancer-grade-assessment-privateleaderboard.csv",4779893,"phalanx",1620223,"phalanx","phalanx","02/08/2018",3,2020-06-06 09:59:29,0.88956
9958,"prostate-cancer-grade-assessment-privateleaderboard.csv",5244073,"Sourodip Ghosh",3479899,"souro12","Sourodip Ghosh","07/18/2019",1,2020-07-12 19:57:43,0.88777
9961,"prostate-cancer-grade-assessment-privateleaderboard.csv",4783540,"Denis Muratov",3439380,"dmuratov","Denis Muratov","07/08/2019",2,2020-07-22 22:11:27,0.88626
9965,"prostate-cancer-grade-assessment-privateleaderboard.csv",4790040,"prostar",1421121,"egyptdj","Byung-Hoon Kim","11/16/2017",1,2020-07-22 07:55:46,0.88519
9968,"prostate-cancer-grade-assessment-privateleaderboard.csv",5140761,"Vijay #2",4822473,"watzisname","Vijay","04/06/2020",2,2020-07-21 10:31:47,0.88507
9969,"prostate-cancer-grade-assessment-privateleaderboard.csv",4782028,"DeepLearnerS",756494,"dskswu","William Green","10/18/2016",2,2020-07-17 17:28:22,0.88455
9970,"prostate-cancer-grade-assessment-privateleaderboard.csv",4782028,"DeepLearnerS",4831236,"massimilianoporzio","Massimiliano Porzio","04/07/2020",1,2020-07-17 17:28:22,0.88455
9974,"prostate-cancer-grade-assessment-privateleaderboard.csv",4798365,"Qishen Ha",448347,"haqishen","Qishen Ha","10/22/2015",4,2020-06-01 16:25:25,0.88389
9976,"prostate-cancer-grade-assessment-privateleaderboard.csv",5192283,"Ben Boren",4042564,"benboren","Ben Boren","11/15/2019",1,2020-07-02 13:12:25,0.88339
9980,"prostate-cancer-grade-assessment-privateleaderboard.csv",5214773,"Alexander Izvorski",195456,"aizvorski","Alexander Izvorski","05/14/2014",2,2020-07-22 22:54:25,0.88231
9981,"prostate-cancer-grade-assessment-privateleaderboard.csv",4938684,"Jens van Nahl",3594971,"jensvannahl","Jens van Nahl","08/18/2019",1,2020-07-22 14:41:47,0.88223
9988,"prostate-cancer-grade-assessment-privateleaderboard.csv",5178732,"kumar",2819351,"kbrajwani","kumar","02/15/2019",1,2020-07-16 15:14:19,0.8801
